respondent_id,level,format,experience,story,question,question_type,response_text,response_length_words,anchor_local,anchor_global,anchor_causal,anchor_mean_themes,anchor_theme_loyalty,anchor_theme_empathy,anchor_theme_peer_pressure,anchor_theme_kindness,keyword_composite,sim_WAYPOINT0,sim_WAYPOINT1,sim_WAYPOINT2,sim_WAYPOINT3,prediction_top_sim,prediction_margin,predicted_waypoint,semantic_quality,has_semantic_score,overall_composite,anchor_theme_loyalty_vs_honesty,anchor_theme_friendship,anchor_theme_integrity,anchor_theme_peer_loyalty,anchor_theme_temptation,anchor_theme_honesty,anchor_theme_consequences,anchor_theme_greed
R0016,WAYPOINT1,comic,lot,cat,q1,inference,"The red-headed boy kept the cat because he noticed how sad and wet it was sitting in the rain, so he decided to make it his real friend and give it a home.",33,0.6,0.4,0.5,0.75,0.0,1.0,1.0,1.0,0.5375,0.5278,0.8311,0.726,0.684,0.8311,0.1051,WAYPOINT1,0.5219,True,0.5281,,,,,,,,
R0016,WAYPOINT1,comic,lot,cat,q2,metacognitive,"I based my answer entirely on the text and illustrations. The story explicitly states that the boy saw how sad the cat was, and the final dialogue bubble shows him telling the cat he is taking it to his home.",40,0.0,0.0,0.0,0.75,0.0,1.0,1.0,1.0,0.1125,0.4987,0.6937,0.3694,0.6279,0.6937,0.0658,WAYPOINT1,0.5048,True,0.3479,,,,,,,,
R0016,WAYPOINT1,comic,lot,cat,q3,inference,"A lesson someone could learn is that you can choose to pet a sad cat and take it home, regardless of whether the other kids say they won't let you play basketball with them anymore.",35,0.4,0.2,0.1,0.75,1.0,1.0,1.0,0.0,0.2975,0.552,0.7156,0.6656,0.6885,0.7156,0.0272,,0.5228,True,0.4327,,,,,,,,
R0016,WAYPOINT1,comic,lot,cat,q4,metacognitive,"This comes directly from the ending of the comic. The text explicitly shows the other kid stating he won't let him play basketball if he touches the cat, but the boy disregards this, pets the cat anyway, and calls it a real friend.",43,0.2,0.2,0.0667,0.0,0.0,0.0,0.0,0.0,0.1233,0.4152,0.6057,0.4652,0.6546,0.6546,0.0489,,0.545,True,0.3763,,,,,,,,
R0016,WAYPOINT1,comic,lot,lying,q1,inference,"Sarah does not tell the teacher because Rachel explicitly asks her not to, reminding Sarah that they have been best friends.",21,0.4,0.0,0.0667,0.5,,,,,0.1983,0.5598,0.8752,0.8083,0.8361,0.8752,0.0391,,0.5412,True,0.404,0.0,1.0,0.0,1.0,,,,
R0016,WAYPOINT1,comic,lot,lying,q2,metacognitive,"I based this entirely on the specific panel where Rachel whispers to Sarah, 'Don't tell on me. I'm your best friend,' which directly precedes Sarah's decision to stay quiet.",29,0.6,0.2,0.4,0.25,,,,,0.3775,0.3896,0.7594,0.5868,0.7251,0.7594,0.0342,,0.5565,True,0.4849,0.0,1.0,0.0,0.0,,,,
R0016,WAYPOINT1,comic,lot,lying,q3,inference,A lesson you could learn from this story is that best friends cover for each other when they copy someone else's test.,22,0.6,0.2,0.1333,0.5,,,,,0.3217,0.5117,0.7395,0.7006,0.6769,0.7395,0.0389,,0.529,True,0.4461,0.0,1.0,0.0,1.0,,,,
R0016,WAYPOINT1,comic,lot,lying,q4,metacognitive,"I formulated this answer because Rachel reminds Sarah that they are best friends, and immediately after that, Sarah tells Ms. Craig that nothing is going on to protect her.",29,0.8,0.2,0.5,0.75,,,,,0.5375,0.3629,0.6568,0.564,0.7201,0.7201,0.0633,WAYPOINT3,0.5708,True,0.5575,1.0,1.0,0.0,1.0,,,,
R0016,WAYPOINT1,comic,lot,stealing,q1,inference,"Billy kept the lady's wallet because it had exactly $300 in it, which was the amount he needed to purchase the red bike he saw at the beach.",28,0.8,0.0,0.2667,0.25,,,,,0.3308,0.4389,0.9043,0.7817,0.8014,0.9043,0.1029,WAYPOINT1,0.5549,True,0.4653,,,,,1.0,0.0,0.0,0.0
R0016,WAYPOINT1,comic,lot,stealing,q2,metacognitive,"I know this because the comic shows him opening the wallet, seeing the money, and stating that with those funds he could finally buy that specific bike.",27,0.2,0.0,0.0667,0.0,,,,,0.0733,0.3756,0.6604,0.4426,0.6741,0.6741,0.0137,,0.5525,True,0.3608,,,,,0.0,0.0,0.0,0.0
R0016,WAYPOINT1,comic,lot,stealing,q3,inference,A lesson you could learn is that you shouldn't lie to a lady about finding her missing wallet just because your parents won't buy you a bicycle.,27,0.2,0.25,0.15,0.5,,,,,0.24,0.5466,0.7286,0.6974,0.6644,0.7286,0.0313,,0.5204,True,0.4082,,,,,1.0,1.0,0.0,0.0
R0016,WAYPOINT1,comic,lot,stealing,q4,metacognitive,"I based this on the final panels of the story, which show the lady returning to the table to ask for her wallet, and Billy explicitly lying to her by claiming he doesn't know where it is.",37,0.6,0.25,0.425,0.25,,,,,0.3987,0.4466,0.8135,0.4663,0.6781,0.8135,0.1353,WAYPOINT1,0.5241,True,0.4739,,,,,0.0,1.0,0.0,0.0
R0017,WAYPOINT2,comic,lot,cat,q1,inference,"The boy probably felt a strong sense of sympathy for the stray animal. When people see a pet suffering out in the cold, it is a natural human instinct to want to rescue them and provide a safe, loving home.",40,0.4,0.2,0.1,0.5,0.0,1.0,1.0,0.0,0.26,0.4181,0.7029,0.6037,0.6198,0.7029,0.0832,WAYPOINT1,0.5359,True,0.4255,,,,,,,,
R0017,WAYPOINT2,comic,lot,cat,q2,metacognitive,"I based this on how people generally behave in the real world. Whenever individuals encounter a helpless animal struggling on the streets, they often feel compelled to adopt it because rescuing a pet brings a lot of comfort to both the owner and the animal.",45,0.4,0.2,0.3,0.25,0.0,0.0,1.0,0.0,0.2925,0.4428,0.5256,0.4525,0.5434,0.5434,0.0178,,0.5194,True,0.4286,,,,,,,,
R0017,WAYPOINT2,comic,lot,cat,q3,inference,"A valuable lesson here is that you should always stand up for those who are defenseless and do the right thing, regardless of peer pressure. Showing genuine compassion is ultimately much more important than trying to maintain your popularity.",39,0.0,0.6,0.1,0.75,1.0,1.0,1.0,0.0,0.2975,0.5157,0.6908,0.8408,0.7175,0.8408,0.1233,WAYPOINT2,0.5455,True,0.4463,,,,,,,,
R0017,WAYPOINT2,comic,lot,cat,q4,metacognitive,"In life, peer pressure can be incredibly difficult to navigate, but standing up to bullies always builds strong character. Society teaches us that true friends will not abandon or mock you just because you choose to show kindness to a vulnerable creature.",42,0.0,0.8,0.2667,0.75,1.0,0.0,1.0,1.0,0.4058,0.3983,0.553,0.6525,0.6672,0.6672,0.0148,,0.5665,True,0.5022,,,,,,,,
R0017,WAYPOINT2,comic,lot,lying,q1,inference,Sarah refrains from telling the teacher because she wants to avoid being labeled as a snitch. Preserving a friendship usually feels much more important than reporting a rule violation.,29,0.2,0.4,0.2,0.25,,,,,0.2575,0.5027,0.7466,0.8223,0.7911,0.8223,0.0312,,0.5548,True,0.4359,0.0,0.0,0.0,1.0,,,,
R0017,WAYPOINT2,comic,lot,lying,q2,metacognitive,"Generally speaking, students face intense social pressure to remain loyal to their peers. Turning someone in often leads to severe social consequences and a ruined friendship.",26,0.0,0.2,0.0333,0.5,,,,,0.1367,0.2892,0.4631,0.7332,0.6048,0.7332,0.1284,WAYPOINT2,0.597,True,0.4129,1.0,1.0,0.0,0.0,,,,
R0017,WAYPOINT2,comic,lot,lying,q3,inference,The main takeaway is that covering for a peer's unethical choices can put you in a highly compromising position.,19,0.0,0.0,0.0,0.0,,,,,0.0,0.4184,0.5605,0.6614,0.6206,0.6614,0.0408,,0.5521,True,0.3313,0.0,0.0,0.0,0.0,,,,
R0017,WAYPOINT2,comic,lot,lying,q4,metacognitive,"I thought of this because in real life, when you lie to protect someone who did something wrong, you end up carrying the stress and guilt of their actions.",29,0.0,0.6,0.3,0.75,,,,,0.3675,0.3694,0.402,0.6414,0.5581,0.6414,0.0833,,0.5681,True,0.4879,0.0,1.0,1.0,1.0,,,,
R0017,WAYPOINT2,comic,lot,stealing,q1,inference,"Billy kept the wallet because he was overcome by greed and saw a sudden, easy opportunity to acquire enough cash to buy something he desperately desired but couldn't otherwise afford.",30,0.4,0.25,0.2167,0.5,,,,,0.3133,0.4832,0.8155,0.9168,0.8655,0.9168,0.0514,WAYPOINT2,0.5675,True,0.4658,,,,,1.0,0.0,0.0,1.0
R0017,WAYPOINT2,comic,lot,stealing,q2,metacognitive,"I thought of this because human nature shows that when individuals are denied something they really want, a sudden chance to get it for free can severely tempt them into making dishonest choices.",33,0.0,0.5,0.25,0.75,,,,,0.325,0.4009,0.4703,0.7394,0.5437,0.7394,0.1957,WAYPOINT2,0.554,True,0.4624,,,,,1.0,1.0,0.0,1.0
R0017,WAYPOINT2,comic,lot,stealing,q3,inference,"A significant lesson here is that you should never let your materialistic desires drive you to steal, because taking advantage of someone else's misfortune is highly unethical.",27,0.0,0.25,0.0833,0.25,,,,,0.1292,0.5387,0.8384,0.7923,0.709,0.8384,0.046,,0.5269,True,0.3678,,,,,0.0,1.0,0.0,0.0
R0017,WAYPOINT2,comic,lot,stealing,q4,metacognitive,"This comes from the universal understanding that honesty is always the best policy. In the real world, stealing to satisfy your own wants causes unnecessary harm to innocent people and compromises your integrity.",33,0.0,0.25,0.0833,0.25,,,,,0.1292,0.3709,0.456,0.6785,0.6649,0.6785,0.0136,,0.5848,True,0.4026,,,,,0.0,1.0,0.0,0.0
R0018,WAYPOINT2,comic,moderate,cat,q1,inference,He decided to keep the cat because he wanted a loyal friend to hang out with.,16,0.0,0.2,0.0667,0.5,1.0,0.0,1.0,0.0,0.1483,0.6062,0.7643,0.8414,0.6639,0.8414,0.0771,WAYPOINT2,0.5145,True,0.368,,,,,,,,
R0018,WAYPOINT2,comic,moderate,cat,q2,metacognitive,"Usually when people adopt a stray animal, it's because they want a pet to love and be their companion.",19,0.4,0.0,0.0667,0.25,0.0,0.0,1.0,0.0,0.1608,0.4086,0.5113,0.3698,0.5119,0.5119,0.0006,,0.5156,True,0.3737,,,,,,,,
R0018,WAYPOINT2,comic,moderate,cat,q3,inference,The lesson is that you shouldn't care about being popular if it means you have to be mean.,18,0.2,0.4,0.1,0.25,0.0,0.0,1.0,0.0,0.2225,0.6088,0.659,0.7734,0.6159,0.7734,0.1144,WAYPOINT2,0.5085,True,0.3941,,,,,,,,
R0018,WAYPOINT2,comic,moderate,cat,q4,metacognitive,"I know from real life that true friends don't force you to be a bully, so it's better to just do the right thing even if others make fun of you.",31,0.2,0.2,0.0667,0.25,1.0,0.0,0.0,0.0,0.1608,0.4486,0.501,0.7262,0.5957,0.7262,0.1305,WAYPOINT2,0.5489,True,0.3937,,,,,,,,
R0018,WAYPOINT2,comic,moderate,lying,q1,inference,She didn't want to get her friend in trouble. People usually don't snitch on their friends because they want to stay friends.,22,0.0,0.0,0.0,0.0,,,,,0.0,0.6756,0.7212,0.7931,0.6985,0.7931,0.0718,WAYPOINT2,0.5081,True,0.3049,0.0,0.0,0.0,0.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q2,metacognitive,"Because in real life, if you tattle on someone you like, they will get really mad at you and probably stop hanging out with you.",25,0.0,0.2,0.0333,0.25,,,,,0.0992,0.3639,0.4835,0.6302,0.5253,0.6302,0.1049,,0.5525,True,0.3712,1.0,0.0,0.0,0.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q3,inference,You shouldn't cheat because it is wrong and it puts your friends in a really bad position.,17,0.2,0.2,0.0667,0.5,,,,,0.1983,0.3951,0.6823,0.6015,0.6655,0.6823,0.0169,,0.5519,True,0.4105,0.0,0.0,1.0,1.0,,,,
R0018,WAYPOINT2,comic,moderate,lying,q4,metacognitive,"I thought of this because normally when someone cheats, they just end up dragging other people into their mess and it causes unnecessary drama.",24,0.0,0.0,0.0,0.25,,,,,0.0375,0.3191,0.4457,0.567,0.5039,0.567,0.0631,,0.5613,True,0.3518,0.0,1.0,0.0,0.0,,,,
R0018,WAYPOINT2,comic,moderate,stealing,q1,inference,He kept it because he wanted to buy something expensive and didn't have his own money.,16,0.0,0.0,0.0,0.25,,,,,0.0375,0.5856,0.7586,0.7438,0.6277,0.7586,0.0148,,0.5068,True,0.3191,,,,,0.0,0.0,0.0,1.0
R0018,WAYPOINT2,comic,moderate,stealing,q2,metacognitive,"Normally when people keep a wallet they found, it's because they are being greedy and just want free cash to get stuff they want.",24,0.2,0.5,0.2333,0.5,,,,,0.3317,0.3574,0.6508,0.5118,0.6075,0.6508,0.0432,,0.5479,True,0.4614,,,,,1.0,0.0,0.0,1.0
R0018,WAYPOINT2,comic,moderate,stealing,q3,inference,The lesson is that you shouldn't steal or lie to people.,11,0.0,0.5,0.0833,0.25,,,,,0.1917,0.6304,0.8876,0.8434,0.7301,0.8876,0.0442,,0.5137,True,0.3849,,,,,0.0,1.0,0.0,0.0
R0018,WAYPOINT2,comic,moderate,stealing,q4,metacognitive,"I thought of this because taking someone else's money is a bad thing to do in real life, and you should always return lost items instead of lying to the person's face.",32,0.0,0.75,0.375,0.5,,,,,0.3937,0.3761,0.5531,0.6201,0.578,0.6201,0.0421,,0.5527,True,0.4891,,,,,0.0,1.0,1.0,0.0
R0019,WAYPOINT2,text,moderate,cat,q1,inference,He kept the cat because having a pet makes you feel less lonely. Animals are really good at being loyal friends.,21,0.4,0.2,0.1,0.25,1.0,0.0,0.0,0.0,0.2225,0.6163,0.7855,0.8136,0.6771,0.8136,0.028,,0.5121,True,0.3963,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q2,metacognitive,"Because usually when people are sad, getting a dog or a cat can cheer them up and they become your best friend.",22,0.0,0.2,0.0333,0.0,0.0,0.0,0.0,0.0,0.0617,0.4413,0.554,0.4599,0.4986,0.554,0.0554,,0.5066,True,0.3286,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q3,inference,The lesson is to always be kind to animals and not listen to bullies.,14,0.0,0.2,0.0,0.25,0.0,0.0,0.0,1.0,0.0875,0.5451,0.809,0.789,0.6855,0.809,0.02,,0.5236,True,0.3492,,,,,,,,
R0019,WAYPOINT2,text,moderate,cat,q4,metacognitive,"I thought of this because in the real world, bullying is wrong and you should always do the right thing by helping out stray pets who need a home.",29,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.34,0.4112,0.5928,0.635,0.5961,0.635,0.039,,0.5445,True,0.4627,,,,,,,,
R0019,WAYPOINT2,text,moderate,lying,q1,inference,"She doesn't want to be a snitch. If you tell on someone close to you, it usually ruins the relationship.",20,0.0,0.2,0.0,0.75,,,,,0.1625,0.688,0.6444,0.7388,0.6229,0.7388,0.0508,WAYPOINT2,0.4938,True,0.3613,1.0,1.0,0.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q2,metacognitive,"Because loyalty is really important to kids, and nobody wants to lose a good friend just for following the rules.",20,0.0,0.2,0.0667,0.25,,,,,0.1108,0.363,0.5148,0.6808,0.6019,0.6808,0.0789,WAYPOINT2,0.5681,True,0.3852,0.0,1.0,0.0,0.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q3,inference,A good lesson is that lying to protect your friends can put you in a tough spot.,17,0.0,0.4,0.1333,0.25,,,,,0.1842,0.5633,0.698,0.8869,0.8142,0.8869,0.0727,WAYPOINT2,0.553,True,0.4055,0.0,0.0,0.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,lying,q4,metacognitive,"I thought of this because when people cover for someone's bad choices, they usually end up feeling guilty or getting dragged into the mess.",24,0.0,0.2,0.0667,0.5,,,,,0.1483,0.391,0.4461,0.6176,0.5259,0.6176,0.0917,,0.5485,True,0.3884,0.0,0.0,1.0,1.0,,,,
R0019,WAYPOINT2,text,moderate,stealing,q1,inference,He kept it because he wanted the cash inside to buy something expensive for himself.,15,0.0,0.0,0.0,0.25,,,,,0.0375,0.5308,0.7002,0.6667,0.6424,0.7002,0.0335,,0.5198,True,0.3269,,,,,0.0,0.0,0.0,1.0
R0019,WAYPOINT2,text,moderate,stealing,q2,metacognitive,"Usually when someone takes a wallet they found, it's because they are being greedy and want to spend the money instead of returning it.",24,0.2,0.25,0.15,0.25,,,,,0.2025,0.3369,0.6403,0.5252,0.6086,0.6403,0.0318,,0.5553,True,0.4142,,,,,0.0,0.0,0.0,1.0
R0019,WAYPOINT2,text,moderate,stealing,q3,inference,You shouldn't steal from other people or lie about it.,10,0.0,0.5,0.0,0.25,,,,,0.1625,0.4314,0.768,0.7057,0.626,0.768,0.0622,WAYPOINT1,0.5343,True,0.3856,,,,,0.0,1.0,0.0,0.0
R0019,WAYPOINT2,text,moderate,stealing,q4,metacognitive,Because stealing is bad and it's just wrong to take other people's money to buy stuff you want.,18,0.0,0.25,0.0833,0.75,,,,,0.2042,0.4338,0.5351,0.7244,0.5986,0.7244,0.1258,WAYPOINT2,0.5497,True,0.4115,,,,,1.0,0.0,1.0,1.0
R0020,WAYPOINT2,text,none,cat,q1,inference,animals are better friends than mean kids.,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4526,0.4916,0.5481,0.4895,0.5481,0.0565,,0.5141,True,0.3085,,,,,,,,
R0020,WAYPOINT2,text,none,cat,q2,metacognitive,cause kids make fun of you. pets dont care how you look.,12,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4609,0.5153,0.4626,0.4745,0.5153,0.0408,,0.499,True,0.3194,,,,,,,,
R0020,WAYPOINT2,text,none,cat,q3,inference,dont let bullies tell you what to do.,8,0.0,0.2,0.0,0.25,0.0,0.0,1.0,0.0,0.0875,0.3618,0.403,0.5676,0.4189,0.5676,0.1487,,0.532,True,0.3542,,,,,,,,
R0020,WAYPOINT2,text,none,cat,q4,metacognitive,cause its your life. bullies are just mean anyway.,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4653,0.4521,0.5982,0.3985,0.5982,0.1329,,0.4953,True,0.2972,,,,,,,,
R0020,WAYPOINT2,text,none,lying,q1,inference,friends dont snitch on friends.,5,0.0,0.2,0.0,0.5,,,,,0.125,0.5372,0.6214,0.634,0.5549,0.634,0.0127,,0.5047,True,0.3528,1.0,0.0,0.0,1.0,,,,
R0020,WAYPOINT2,text,none,lying,q2,metacognitive,u lose ur friends if u tell on them. thats just how it works.,14,0.0,0.2,0.0,0.5,,,,,0.125,0.3406,0.4737,0.709,0.5712,0.709,0.1378,WAYPOINT2,0.5738,True,0.3943,1.0,0.0,0.0,1.0,,,,
R0020,WAYPOINT2,text,none,lying,q3,inference,cheating is bad.,3,0.2,0.2,0.0,0.0,,,,,0.1,0.4652,0.6229,0.4667,0.5056,0.6229,0.1173,,0.4972,True,0.3383,0.0,0.0,0.0,0.0,,,,
R0020,WAYPOINT2,text,none,lying,q4,metacognitive,u get in trouble at school if u do that.,10,0.0,0.2,0.0333,0.0,,,,,0.0617,0.4056,0.4922,0.4543,0.3276,0.4922,0.0378,,0.473,True,0.3085,0.0,0.0,0.0,0.0,,,,
R0020,WAYPOINT2,text,none,stealing,q1,inference,He wanted the money to buy stuff.,7,0.0,0.0,0.0,0.25,,,,,0.0375,0.629,0.5973,0.5884,0.558,0.629,0.0317,,0.4844,True,0.3056,,,,,0.0,0.0,0.0,1.0
R0020,WAYPOINT2,text,none,stealing,q2,metacognitive,Wallets have lots of money inside. People take them to buy things they want.,14,0.0,0.0,0.0,0.25,,,,,0.0375,0.3705,0.5853,0.465,0.5895,0.5895,0.0042,,0.5445,True,0.3417,,,,,0.0,0.0,0.0,1.0
R0020,WAYPOINT2,text,none,stealing,q3,inference,Don't steal from people.,4,0.0,0.0,0.0,0.0,,,,,0.0,0.4403,0.7697,0.6676,0.556,0.7697,0.1022,WAYPOINT1,0.5168,True,0.3101,,,,,0.0,0.0,0.0,0.0
R0020,WAYPOINT2,text,none,stealing,q4,metacognitive,Cause taking stuff that isn't yours is wrong.,8,0.0,0.0,0.0,0.0,,,,,0.0,0.4396,0.5167,0.6856,0.566,0.6856,0.1196,WAYPOINT2,0.5414,True,0.3248,,,,,0.0,0.0,0.0,0.0
R0021,WAYPOINT2,comic,little,cat,q1,inference,I guess because it's good to rescue animals that don't have anywhere to go.,14,0.0,0.2,0.0667,0.0,0.0,0.0,0.0,0.0,0.0733,0.5525,0.6082,0.625,0.5052,0.625,0.0168,,0.4909,True,0.3239,,,,,,,,
R0021,WAYPOINT2,comic,little,cat,q2,metacognitive,"Because stray cats really need a family to feed them and love them, and it's just the right thing to do.",21,0.2,0.0,0.0333,0.25,0.0,0.0,1.0,0.0,0.0992,0.4895,0.555,0.451,0.492,0.555,0.063,,0.4919,True,0.3348,,,,,,,,
R0021,WAYPOINT2,comic,little,cat,q3,inference,Don't let bullies stop you from being kind to others.,10,0.0,0.2,0.0,0.5,0.0,0.0,1.0,1.0,0.125,0.3537,0.5128,0.6884,0.5566,0.6884,0.1318,WAYPOINT2,0.5619,True,0.3871,,,,,,,,
R0021,WAYPOINT2,comic,little,cat,q4,metacognitive,"In real life, if kids are making fun of you for doing something nice, you should just ignore them anyway.",20,0.2,0.2,0.0667,0.25,0.0,0.0,0.0,1.0,0.1608,0.4725,0.552,0.7352,0.5167,0.7352,0.1833,WAYPOINT2,0.5231,True,0.3782,,,,,,,,
R0021,WAYPOINT2,comic,little,lying,q1,inference,She probably doesn't want to get her friend in trouble.,10,0.0,0.0,0.0,0.0,,,,,0.0,0.6568,0.6466,0.6841,0.5743,0.6841,0.0273,,0.4863,True,0.2918,0.0,0.0,0.0,0.0,,,,
R0021,WAYPOINT2,comic,little,lying,q2,metacognitive,"Well, usually you don't snitch on your friends or they get mad at you.",14,0.0,0.2,0.0,0.0,,,,,0.05,0.4122,0.5017,0.745,0.5755,0.745,0.1695,WAYPOINT2,0.5547,True,0.3528,0.0,0.0,0.0,0.0,,,,
R0021,WAYPOINT2,comic,little,lying,q3,inference,You shouldn't cheat at school.,5,0.2,0.0,0.0,0.0,,,,,0.05,0.503,0.7515,0.5316,0.5439,0.7515,0.2075,WAYPOINT1,0.4931,True,0.3159,0.0,0.0,0.0,0.0,,,,
R0021,WAYPOINT2,comic,little,lying,q4,metacognitive,Because you can get in really big trouble if you cheat.,11,0.2,0.2,0.0667,0.0,,,,,0.1233,0.4364,0.5439,0.5199,0.4669,0.5439,0.024,,0.5057,True,0.3527,0.0,0.0,0.0,0.0,,,,
R0021,WAYPOINT2,comic,little,stealing,q1,inference,He kept it because he was being greedy and wanted to buy something he couldn't afford.,16,0.0,0.25,0.0833,0.25,,,,,0.1292,0.583,0.7044,0.7372,0.6208,0.7372,0.0329,,0.5092,True,0.3572,,,,,0.0,0.0,0.0,1.0
R0021,WAYPOINT2,comic,little,stealing,q2,metacognitive,"I just think that's why people steal things. If you want something really bad, sometimes you do a bad thing to get the money.",24,0.0,0.5,0.1667,0.5,,,,,0.2583,0.4425,0.5243,0.5982,0.5333,0.5982,0.0649,,0.5275,True,0.4198,,,,,1.0,0.0,0.0,1.0
R0021,WAYPOINT2,comic,little,stealing,q3,inference,Maybe the lesson is that stealing is wrong and you shouldn't take things.,13,0.0,0.25,0.0,0.25,,,,,0.1,0.6494,0.9196,0.7731,0.6564,0.9196,0.1465,WAYPOINT1,0.493,True,0.3358,,,,,0.0,0.0,1.0,0.0
R0021,WAYPOINT2,comic,little,stealing,q4,metacognitive,"Because in real life, if you take someone's money it's a crime and you can get in big trouble.",19,0.0,0.25,0.0417,0.0,,,,,0.0771,0.3973,0.5565,0.6078,0.5774,0.6078,0.0304,,0.5461,True,0.3585,,,,,0.0,0.0,0.0,0.0
R0022,WAYPOINT2,comic,none,cat,q1,inference,cause pets make you happy.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6495,0.4884,0.5361,0.4296,0.6495,0.1134,,0.4515,True,0.2709,,,,,,,,
R0022,WAYPOINT2,comic,none,cat,q2,metacognitive,dogs and cats are good friends.,6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4554,0.4867,0.4179,0.3988,0.4867,0.0314,,0.4774,True,0.3064,,,,,,,,
R0022,WAYPOINT2,comic,none,cat,q3,inference,be nice to animals.,4,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.075,0.4419,0.6571,0.4863,0.5004,0.6571,0.1567,WAYPOINT1,0.5004,True,0.3302,,,,,,,,
R0022,WAYPOINT2,comic,none,cat,q4,metacognitive,cause it is bad to be mean to them.,9,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0375,0.4484,0.5245,0.6359,0.4104,0.6359,0.1114,,0.4998,True,0.3149,,,,,,,,
R0022,WAYPOINT2,comic,none,lying,q1,inference,cause friends dont snitch. she doesnt want her to get in trouble.,12,0.0,0.4,0.0667,0.25,,,,,0.1608,0.6526,0.68,0.7216,0.6496,0.7216,0.0416,,0.502,True,0.3655,0.0,0.0,0.0,1.0,,,,
R0022,WAYPOINT2,comic,none,lying,q2,metacognitive,"i dunno, thats just what happens in real life.",9,0.0,0.0,0.0,0.0,,,,,0.0,0.4809,0.3895,0.4885,0.4209,0.4885,0.0076,,0.4924,True,0.2954,0.0,0.0,0.0,0.0,,,,
R0022,WAYPOINT2,comic,none,lying,q3,inference,you should study for tests.,5,0.0,0.0,0.0,0.25,,,,,0.0375,0.4565,0.5913,0.3964,0.3772,0.5913,0.1348,,0.4604,True,0.2912,0.0,0.0,1.0,0.0,,,,
R0022,WAYPOINT2,comic,none,lying,q4,metacognitive,cause if you cheat teachers get mad. i just know that.,11,0.2,0.2,0.0667,0.0,,,,,0.1233,0.4973,0.5779,0.4636,0.4235,0.5779,0.0806,,0.4715,True,0.3322,0.0,0.0,0.0,0.0,,,,
R0022,WAYPOINT2,comic,none,stealing,q1,inference,he wanted the money to buy stuff.,7,0.0,0.0,0.0,0.25,,,,,0.0375,0.6194,0.5824,0.5703,0.5426,0.6194,0.0369,,0.4826,True,0.3046,,,,,0.0,0.0,0.0,1.0
R0022,WAYPOINT2,comic,none,stealing,q2,metacognitive,people always want cash to buy things.,7,0.0,0.0,0.0,0.25,,,,,0.0375,0.3612,0.4505,0.4912,0.4245,0.4912,0.0407,,0.5222,True,0.3283,,,,,0.0,0.0,0.0,1.0
R0022,WAYPOINT2,comic,none,stealing,q3,inference,dont steal.,2,0.0,0.25,0.0,0.0,,,,,0.0625,0.3781,0.6746,0.5838,0.4738,0.6746,0.0908,WAYPOINT1,0.5155,True,0.3343,,,,,0.0,0.0,0.0,0.0
R0022,WAYPOINT2,comic,none,stealing,q4,metacognitive,cause stealing is bad and u get in trouble.,9,0.0,0.5,0.0,0.0,,,,,0.125,0.4251,0.5227,0.6696,0.561,0.6696,0.1086,WAYPOINT2,0.5424,True,0.3754,,,,,0.0,0.0,0.0,0.0
R0023,WAYPOINT2,text,lot,cat,q1,inference,He kept the animal because people often realize that a loyal pet provides much better company than toxic friends who constantly judge you.,23,0.2,0.0,0.0667,0.25,1.0,0.0,0.0,0.0,0.1108,0.5459,0.6663,0.8067,0.6499,0.8067,0.1404,WAYPOINT2,0.5282,True,0.3612,,,,,,,,
R0023,WAYPOINT2,text,lot,cat,q2,metacognitive,"I thought of this because animals are known to offer unconditional love, whereas teenagers can be incredibly cruel and will drop you the moment you don't fit their standard of being cool.",32,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0375,0.408,0.488,0.5043,0.5288,0.5288,0.0245,,0.5327,True,0.3346,,,,,,,,
R0023,WAYPOINT2,text,lot,cat,q3,inference,The main lesson is that you should always stand up for those who are vulnerable instead of caving in to peer pressure.,22,0.0,0.6,0.2,0.25,0.0,0.0,1.0,0.0,0.2575,0.5472,0.6661,0.8654,0.6757,0.8654,0.1898,WAYPOINT2,0.5354,True,0.4242,,,,,,,,
